lad_code,year,bev_stock,bev_share_cars,bev_per_1000_pop,devices_eoy,devices_per_1000_pop,total_cars,pop,gdhi_pc,car_fuel_per_1000_pop,imd25_decile_mean,imd25_share_1_2,is_rural,no_offstreet_share,evhs_per_1000_pop,orcs_cumulative,gci_mean,gci_missing,base_density,loo_growth,bartik_iv,year_num,devices_lag1,bartik_iv_lag1,gdhi_pc_1000,deprivation_tercile,income_tercile,most_deprived_dummy,least_deprived_dummy,low_income_dummy,high_income_dummy,urban_dummy,chargers_x_most_deprived,chargers_x_least_deprived,chargers_x_low_income,chargers_x_high_income,chargers_x_urban,bartik_x_most_deprived,bartik_x_least_deprived,bartik_x_low_income,bartik_x_high_income,bartik_x_urban
E06000003,2019,49,7.466780446178228e-4,0.35845178092012375,17,0.12436082195187968,65624,136699,16436,0.3857708499897007,4.375,0.36363636363636365,0,0.2211496201418974,0.14630684935515256,0,1.75,0,0.12436082195187968,1,0.12436082195187968,2019,0.4035433711492525,0.6179100915699558,16.436,3,1,0,1,1,0,1,0,0.12436082195187968,0.12436082195187968,0,0.12436082195187968,0,0.12436082195187968,0.12436082195187968,0,0.12436082195187968
E06000003,2020,86,0.001308840762780221,0.6297090890452585,24,0.17573276903588608,65707.00000000001,136571,16668,0.30510215806021196,4.375,0.36363636363636365,0,0.2211496201418974,0.4832651148486868,0,1.75,0,0.12436082195187968,1.309805544062888,0.1628884940567897,2020,0.12436082195187968,0.12436082195187968,16.668,3,1,0,1,1,0,1,0,0.17573276903588608,0.17573276903588608,0,0.17573276903588608,0,0.1628884940567897,0.1628884940567897,0,0.1628884940567897
E06000003,2021,214,0.0032611511558799777,1.5665605212107903,34,0.2488927930895648,65621,136605,16823,0.31873186897352873,4.375,0.36363636363636365,0,0.2211496201418974,1.3249881043885656,0,1.75,0,0.12436082195187968,1.7601158460901944,0.21888945335030474,2021,0.17573276903588608,0.1628884940567897,16.823,3,1,0,1,1,0,1,0,0.2488927930895648,0.2488927930895648,0,0.2488927930895648,0,0.21888945335030474,0.21888945335030474,0,0.21888945335030474
E06000003,2022,358,0.005444452893316098,2.6087019885887504,45,0.3279094678393681,65755,137233,17688,0.32302616865560907,4.375,0.36363636363636365,0,0.2211496201418974,0.7942695998775805,0,1.75,0,0.12436082195187968,2.384526272238312,0.29654164718140813,2022,0.2488927930895648,0.21888945335030474,17.688,3,1,0,1,1,0,1,0,0.3279094678393681,0.3279094678393681,0,0.3279094678393681,0,0.29654164718140813,0.29654164718140813,0,0.29654164718140813
E06000003,2023,588,0.008838516692470726,4.25732179705318,71,0.5140643666509792,66527,138115,19234,0.3208116231139043,4.375,0.36363636363636365,0,0.2211496201418974,NA,0,1.75,0,0.12436082195187968,3.509971038477451,0.43650288337234855,2023,0.3279094678393681,0.29654164718140813,19.234,3,1,0,1,1,0,1,0,0.5140643666509792,0.5140643666509792,0,0.5140643666509792,0,0.43650288337234855,0.43650288337234855,0,0.43650288337234855
E06000004,2019,109,0.0011770804086304832,0.5536929797825866,71,0.3606623996748959,92601.99999999999,196860,17141,0.4413841640447429,5.266129032258065,0.33064516129032256,0,0.20718779526651765,0.23874834908056486,0,1.0909090909090908,0,0.3606623996748959,1,0.3606623996748959,2019,0.5140643666509792,0.43650288337234855,17.141,2,1,0,0,1,0,1,0,0,0.3606623996748959,0,0.3606623996748959,0,0,0.3606623996748959,0,0.3606623996748959
E06000004,2020,203,0.0021893165665476744,1.0336680448907265,86,0.43790862985518464,92723,196388,17457,0.3225439657377696,5.266129032258065,0.33064516129032256,0,0.20718779526651765,0.9369207894576044,0,1.0909090909090908,0,0.3606623996748959,1.3105311279195413,0.4726593014441097,2020,0.3606623996748959,0.3606623996748959,17.457,2,1,0,0,1,0,1,0,0,0.43790862985518464,0,0.43790862985518464,0,0,0.4726593014441097,0,0.4726593014441097
E06000004,2021,440,0.004719915899680333,2.233139794551139,85,0.4314020057655609,93222,197032,17833,0.331454941708561,5.266129032258065,0.33064516129032256,0,0.20718779526651765,2.344796784278696,0,1.0909090909090908,0,0.3606623996748959,1.7637769096500706,0.6361280127255665,2021,0.43790862985518464,0.4726593014441097,17.833,2,1,0,0,1,0,1,0,0,0.4314020057655609,0,0.4314020057655609,0,0,0.6361280127255665,0,0.6361280127255665
E06000004,2022,803,0.008558212900200368,3.9999402250526765,101,0.5031058066380079,93827.99999999999,200753,18586,0.3397068651235533,5.266129032258065,0.33064516129032256,0,0.20718779526651765,1.2602551394001584,0,1.0909090909090908,0,0.3606623996748959,2.3905743495968745,0.8621902815268623,2022,0.4314020057655609,0.6361280127255665,18.586,2,1,0,0,1,0,1,0,0,0.5031058066380079,0,0.5031058066380079,0,0,0.8621902815268623,0,0.8621902815268623
E06000004,2023,1302,0.01364837100088054,6.389619567351105,115,0.5643673196969102,95396,203768,20209,0.3395826591382112,5.266129032258065,0.33064516129032256,0,0.20718779526651765,NA,0,1.0909090909090908,0,0.3606623996748959,3.52206799102319,1.2702774934605634,2023,0.5031058066380079,0.8621902815268623,20.209,2,2,0,0,0,0,1,0,0,0,0,0.5643673196969102,0,0,0,0,1.2702774934605634
E06000005,2019,71,0.0013849064700489594,0.6664664138474824,27,0.25344497428002855,51267,106532,17636,0.41268170371487245,4.878787878787879,0.2878787878787879,0,0.245344145648242,0.3003792287763301,0,1.6666666666666667,0,0.25344497428002855,1,0.25344497428002855,2019,0.5643673196969102,1.2702774934605634,17.636,3,1,0,1,1,0,1,0,0.25344497428002855,0.25344497428002855,0,0.25344497428002855,0,0.25344497428002855,0.25344497428002855,0,0.25344497428002855
E06000005,2020,125,0.002438310738320491,1.1701161691332715,29,0.271466951238919,51265.00000000001,106827,18101,0.3109908848798768,4.878787878787879,0.2878787878787879,0,0.245344145648242,0.75823527759836,0,1.6666666666666667,0,0.25344497428002855,1.3104761904761906,0.3321336043898279,2020,0.25344497428002855,0.25344497428002855,18.101,3,1,0,1,1,0,1,0,0.271466951238919,0.271466951238919,0,0.271466951238919,0,0.3321336043898279,0.3321336043898279,0,0.3321336043898279
E06000005,2021,282,0.005009592837348113,2.6060438037149987,31,0.28647999260696794,56292.00000000001,108210,18348,0.3291289411528039,4.878787878787879,0.2878787878787879,0,0.245344145648242,1.8390167267350521,0,1.6666666666666667,0,0.25344497428002855,1.7618219461697722,0.44652491783298776,2021,0.271466951238919,0.3321336043898279,18.348,3,1,0,1,1,0,1,0,0.28647999260696794,0.28647999260696794,0,0.28647999260696794,0,0.44652491783298776,0.44652491783298776,0,0.44652491783298776
E06000005,2022,527,0.008457032817138731,4.814500141602945,54,0.49332639022117464,62315,109461,19099,0.35502517701123953,4.878787878787879,0.2878787878787879,0,0.245344145648242,0.9501100848704105,0,1.6666666666666667,0,0.25344497428002855,2.3857556935817805,0.6046577903982661,2022,0.28647999260696794,0.44652491783298776,19.099,3,1,0,1,1,0,1,0,0.49332639022117464,0.49332639022117464,0,0.49332639022117464,0,0.6046577903982661,0.6046577903982661,0,0.6046577903982661
E06000005,2023,791,0.013042259559102376,7.130944331755691,80,0.7212080234392607,60649,110925,20631,0.3461084401768664,4.878787878787879,0.2878787878787879,0,0.245344145648242,NA,0,1.6666666666666667,0,0.25344497428002855,3.5121325051759835,0.8901323324423793,2023,0.49332639022117464,0.6046577903982661,20.631,3,2,0,1,0,0,1,0,0.7212080234392607,0,0,0.7212080234392607,0,0.8901323324423793,0,0,0.8901323324423793
E06000006,2019,101,0.0016050088990592422,0.7862614436071496,8,0.062278134147100955,62928.00000000001,128456,17672,0.4534525017961964,4.1375,0.45,0,0.27558310569447364,0.3036059039671171,0,NA,1,0.062278134147100955,1,0.062278134147100955,2019,0.7212080234392607,0.8901323324423793,17.672,3,1,0,1,1,0,1,0,0.062278134147100955,0.062278134147100955,0,0.062278134147100955,0,0.062278134147100955,0.062278134147100955,0,0.062278134147100955
E06000006,2020,190,0.003013242407422092,1.4785071746506053,12,0.09337940050424877,63055,128508,17884,0.3481546266571349,4.1375,0.45,0,0.27558310569447364,0.8326329878295514,29,NA,1,0.062278134147100955,1.3098230527534314,0.08157333578834348,2020,0.062278134147100955,0.062278134147100955,17.884,3,1,0,1,1,0,1,0,0.09337940050424877,0.09337940050424877,0,0.09337940050424877,0,0.08157333578834348,0.08157333578834348,0,0.08157333578834348
E06000006,2021,505,0.00801154932258781,3.927821420238003,17,0.1322236913743486,63034,128570,18268,0.3422564069627572,4.1375,0.45,0,0.27558310569447364,2.0533561484016487,29,NA,1,0.062278134147100955,1.7602116752108483,0.1096226988360745,2021,0.09337940050424877,0.08157333578834348,18.268,3,1,0,1,1,0,1,0,0.1322236913743486,0.1322236913743486,0,0.1322236913743486,0,0.1096226988360745,0.1096226988360745,0,0.1096226988360745
E06000006,2022,917,0.014448681183625878,7.083870868063871,51,0.39397755100464277,63466,129449,18878,0.36689942421973204,4.1375,0.45,0,0.27558310569447364,1.0969571027972407,29,NA,1,0.062278134147100955,2.3822556639656027,0.14836243781314087,2022,0.1322236913743486,0.1096226988360745,18.878,3,1,0,1,1,0,1,0,0.39397755100464277,0.39397755100464277,0,0.39397755100464277,0,0.14836243781314087,0.14836243781314087,0,0.14836243781314087
E06000006,2023,1725,0.026763273031929744,13.230150938765492,53,0.4064915940606209,64454.00000000001,130384,20341,0.35092011790271893,4.1375,0.45,0,0.27558310569447364,NA,29,NA,1,0.062278134147100955,3.5088473623284275,0.21852446673279116,2023,0.39397755100464277,0.14836243781314087,20.341,3,2,0,1,0,0,1,0,0.4064915940606209,0,0,0.4064915940606209,0,0.21852446673279116,0,0,0.21852446673279116
E06000007,2019,263,0.0023753612716763007,1.239134019647106,66,0.31096138896087067,110720,212245,20327,0.6572669905686952,6.621212121212121,0.1590909090909091,0,0.2294522766035536,0.4711536196376829,0,0,0,0.31096138896087067,1,0.31096138896087067,2019,0.4064915940606209,0.21852446673279116,20.327,2,2,0,0,0,0,1,0,0,0,0,0.31096138896087067,0,0,0,0,0.31096138896087067
E06000007,2020,408,0.0036991704066367467,1.9279203504278755,82,0.38747418807619066,110295,211627,20390,0.47596503910705484,6.621212121212121,0.1590909090909091,0,0.2294522766035536,1.2805549386420447,0,0,0,0.31096138896087067,1.3103190428713858,0.40745862955316475,2020,0.31096138896087067,0.31096138896087067,20.39,2,2,0,0,0,0,1,0,0,0,0,0.38747418807619066,0,0,0,0,0.40745862955316475
E06000007,2021,780,0.007082860385925086,3.6934966048242748,89,0.42143743311456466,110124.99999999999,211182,21111,0.5040720972316731,6.621212121212121,0.1590909090909091,0,0.2294522766035536,3.0873843414684963,0,0,0,0.31096138896087067,1.7627118644067796,0.5481353296937381,2021,0.38747418807619066,0.40745862955316475,21.111,2,2,0,0,0,0,1,0,0,0,0,0.42143743311456466,0,0,0,0,0.5481353296937381
E06000007,2022,1236,0.01111290931650213,5.836906628383612,111,0.5241882166266836,111222,211756,22238,0.5552747187026978,6.621212121212121,0.1590909090909091,0,0.2294522766035536,1.8889665464024632,16,0,0,0.31096138896087067,2.3887504154204056,0.7428091470599861,2022,0.42143743311456466,0.5481353296937381,22.238,2,2,0,0,0,0,1,0,0,0,0,0.5241882166266836,0,0,0,0,0.7428091470599861
E06000007,2023,1993,0.017670006206223957,9.33061170984747,127,0.5945748555698087,112790,213598,24301,0.5358259330057557,6.621212121212121,0.1590909090909091,0,0.2294522766035536,NA,16,0,0,0.31096138896087067,3.519607843137255,1.094462143499535,2023,0.5241882166266836,0.7428091470599861,24.301,2,3,0,0,0,1,1,0,0,0,0.5945748555698087,0.5945748555698087,0,0,0,1.094462143499535,1.094462143499535
E06000008,2019,72,0.0011892570446962439,0.4673321823114769,14,0.09087014656056495,60542,154066,14267,0.2834650981778771,3.3076923076923075,0.5824175824175825,0,0.25532547310016845,0.16875884361247778,0,1,0,0.09087014656056495,1,0.09087014656056495,2019,0.5945748555698087,1.094462143499535,14.267,3,1,0,1,1,0,1,0,0.09087014656056495,0.09087014656056495,0,0.09087014656056495,0,0.09087014656056495,0.09087014656056495,0,0.09087014656056495
E06000008,2020,151,0.002472612946011888,0.9769415905385471,30,0.1940943557361352,61069,154564,14622,0.21195117246432607,3.3076923076923075,0.5824175824175825,0,0.25532547310016845,0.5499340079190497,0,1,0,0.09087014656056495,1.308984116479153,0.11894757850991225,2020,0.09087014656056495,0.09087014656056495,14.622,3,1,0,1,1,0,1,0,0.1940943557361352,0.1940943557361352,0,0.1940943557361352,0,0.11894757850991225,0.11894757850991225,0,0.11894757850991225
E06000008,2021,276,0.004478919866281523,1.7811737676988009,31,0.2000593724589233,61622.00000000001,154954,15178,0.2122244380610723,3.3076923076923075,0.5824175824175825,0,0.25532547310016845,1.393962079068627,0,1,0,0.09087014656056495,1.7599272005294506,0.15992484264803597,2021,0.1940943557361352,0.11894757850991225,15.178,3,1,0,1,1,0,1,0,0.2000593724589233,0.2000593724589233,0,0.2000593724589233,0,0.15992484264803597,0.15992484264803597,0,0.15992484264803597
E06000008,2022,487,0.007758483351919707,3.116440985998413,46,0.29436608902654415,62770,156268,15768,0.21580545042352753,3.3076923076923075,0.5824175824175825,0,0.25532547310016845,0.851101953055008,0,1,0,0.09087014656056495,2.383851753805427,0.21662095824695896,2022,0.2000593724589233,0.15992484264803597,15.768,3,1,0,1,1,0,1,0,0.29436608902654415,0.29436608902654415,0,0.29436608902654415,0,0.21662095824695896,0.21662095824695896,0,0.21662095824695896
E06000008,2023,809,0.012608512694231877,5.082009435325305,45,0.28268284868929383,64163,159189,17049,0.21203027100058477,3.3076923076923075,0.5824175824175825,0,0.25532547310016845,NA,0,1,0,0.09087014656056495,3.5112508272667107,0.31906787728463093,2023,0.29436608902654415,0.21662095824695896,17.049,3,1,0,1,1,0,1,0,0.28268284868929383,0.28268284868929383,0,0.28268284868929383,0,0.31906787728463093,0.31906787728463093,0,0.31906787728463093
E06000009,2019,164,0.0028591352859135286,1.1516287822930054,13,0.09128764737688456,57360,142407,16109,0.2738238705244952,2.75531914893617,0.5425531914893617,0,0.22074889108321186,0.14746466114727505,0,1.6111111111111112,0,0.09128764737688456,1,0.09128764737688456,2019,0.28268284868929383,0.31906787728463093,16.109,3,1,0,1,1,0,1,0,0.09128764737688456,0.09128764737688456,0,0.09128764737688456,0,0.09128764737688456,0.09128764737688456,0,0.09128764737688456
E06000009,2020,187,0.0032481631376908514,1.320994631251766,19,0.13421870584910991,57571,141560,16328,0.21903602015419185,2.75531914893617,0.5425531914893617,0,0.22074889108321186,0.29669398135066405,0,1.6111111111111112,0,0.09128764737688456,1.3097857556456283,0.1195672602006444,2020,0.09128764737688456,0.09128764737688456,16.328,3,1,0,1,1,0,1,0,0.13421870584910991,0.13421870584910991,0,0.13421870584910991,0,0.1195672602006444,0.1195672602006444,0,0.1195672602006444
E06000009,2021,281,0.00486369536996971,1.9932470775167404,24,0.17024174327545114,57775.00000000001,140976,16746,0.2063272044715334,2.75531914893617,0.5425531914893617,0,0.22074889108321186,0.688060379071615,0,1.6111111111111112,0,0.09128764737688456,1.7603606584498304,0.16069918304470845,2021,0.13421870584910991,0.1195672602006444,16.746,3,1,0,1,1,0,1,0,0.17024174327545114,0.17024174327545114,0,0.17024174327545114,0,0.16069918304470845,0.16069918304470845,0,0.16069918304470845
E06000009,2022,423,0.007333564493758668,2.9856013551665725,30,0.21174477696216826,57680,141680,17457,0.21085398156014754,2.75531914893617,0.5425531914893617,0,0.22074889108321186,0.409373235460192,0,1.6111111111111112,0,0.09128764737688456,2.3849780792455952,0.21771903789977134,2022,0.17024174327545114,0.16069918304470845,17.457,3,1,0,1,1,0,1,0,0.21174477696216826,0.21174477696216826,0,0.21174477696216826,0,0.21771903789977134,0.21771903789977134,0,0.21771903789977134
E06000009,2023,608,0.010480228910263041,4.249667994687915,39,0.2725938351855735,58013.99999999999,143070,18846,0.20803039620785072,2.75531914893617,0.5425531914893617,0,0.22074889108321186,NA,0,1.6111111111111112,0,0.09128764737688456,3.511456696170072,0.3205526206591736,2023,0.21174477696216826,0.21771903789977134,18.846,3,1,0,1,1,0,1,0,0.2725938351855735,0.2725938351855735,0,0.2725938351855735,0,0.3205526206591736,0.3205526206591736,0,0.3205526206591736
E06000010,2019,69,7.219687774662036e-4,0.2567451413772702,17,0.0632560493248347,95571.99999999999,268749,14244,0.346961855050062,3.386904761904762,0.5178571428571429,0,0.3522149292258574,0.04465132893517743,0,1.6388888888888888,0,0.0632560493248347,1,0.0632560493248347,2019,0.2725938351855735,0.3205526206591736,14.244,3,1,0,1,1,0,1,0,0.0632560493248347,0.0632560493248347,0,0.0632560493248347,0,0.0632560493248347,0.0632560493248347,0,0.0632560493248347
